year	publisher	institute	cost
2014	Nature Publishing Group	University for the Creative Arts	0
2010	Royal Society of Chemistry	University for the Creative Arts	0
2011	Royal Society of Chemistry	University for the Creative Arts	0
2012	Royal Society of Chemistry	University for the Creative Arts	0
2013	Royal Society of Chemistry	University for the Creative Arts	0
2014	Royal Society of Chemistry	University for the Creative Arts	0
2010	Institute of Physics Publishing	University for the Creative Arts	0
2011	Institute of Physics Publishing	University for the Creative Arts	0
2012	Institute of Physics Publishing	University for the Creative Arts	0
2013	Institute of Physics Publishing	University for the Creative Arts	0
2014	Institute of Physics Publishing	University for the Creative Arts	0
2010	Elsevier	University of the Arts London	3625.14
2011	Elsevier	University of the Arts London	3333.75
2012	Elsevier	University of the Arts London	8483.63
2013	Elsevier	University of the Arts London	10802.45
2014	Elsevier	University of the Arts London	9506.14
2010	Wiley	University of the Arts London	
2011	Wiley	University of the Arts London	
2012	Wiley	University of the Arts London	
2013	Wiley	University of the Arts London	
2014	Wiley	University of the Arts London	
2010	Springer	University of the Arts London	
2011	Springer	University of the Arts London	
2012	Springer	University of the Arts London	
2013	Springer	University of the Arts London	
2014	Springer	University of the Arts London	
2010	Taylor & Francis	University of the Arts London	
2011	Taylor & Francis	University of the Arts London	2500.00
2012	Taylor & Francis	University of the Arts London	0.00
2013	Taylor & Francis	University of the Arts London	1590.00
2014	Taylor & Francis	University of the Arts London	1950.00
2010	Sage	University of the Arts London	
2011	Sage	University of the Arts London	10030.00
2012	Sage	University of the Arts London	8024.00
2013	Sage	University of the Arts London	0.00
2014	Sage	University of the Arts London	103.97
2010	Oxford University Press	University of the Arts London	
2011	Oxford University Press	University of the Arts London	
2012	Oxford University Press	University of the Arts London	
2013	Oxford University Press	University of the Arts London	
2014	Oxford University Press	University of the Arts London	
2010	Cambridge University Press	University of the Arts London	
2011	Cambridge University Press	University of the Arts London	0.00
2012	Cambridge University Press	University of the Arts London	0.00
2013	Cambridge University Press	University of the Arts London	0.00
2014	Cambridge University Press	University of the Arts London	778.08
2010	Nature Publishing Group	University of the Arts London	0
2011	Nature Publishing Group	University of the Arts London	0
2012	Nature Publishing Group	University of the Arts London	0
2013	Nature Publishing Group	University of the Arts London	0
2014	Nature Publishing Group	University of the Arts London	0
2010	Royal Society of Chemistry	University of the Arts London	0
2011	Royal Society of Chemistry	University of the Arts London	0
2012	Royal Society of Chemistry	University of the Arts London	0
2013	Royal Society of Chemistry	University of the Arts London	0
2014	Royal Society of Chemistry	University of the Arts London	0
2010	Institute of Physics Publishing	University of the Arts London	0
2011	Institute of Physics Publishing	University of the Arts London	0
2012	Institute of Physics Publishing	University of the Arts London	0
2013	Institute of Physics Publishing	University of the Arts London	0
2014	Institute of Physics Publishing	University of the Arts London	0
2010	Elsevier	University of the Highlands and Islands	15121.96
2011	Elsevier	University of the Highlands and Islands	20129.53
2012	Elsevier	University of the Highlands and Islands	26968.73
2013	Elsevier	University of the Highlands and Islands	26951.99
2014	Elsevier	University of the Highlands and Islands	28404.48
2010	Wiley	University of the Highlands and Islands	0.00
2011	Wiley	University of the Highlands and Islands	0.00
2012	Wiley	University of the Highlands and Islands	0.00
2013	Wiley	University of the Highlands and Islands	1997.03
2014	Wiley	University of the Highlands and Islands	0.00
2010	Springer	University of the Highlands and Islands	0.00
2011	Springer	University of the Highlands and Islands	0.00
2012	Springer	University of the Highlands and Islands	0.00
2013	Springer	University of the Highlands and Islands	0.00
2014	Springer	University of the Highlands and Islands	0.00
2010	Taylor & Francis	University of the Highlands and Islands	0.00
2011	Taylor & Francis	University of the Highlands and Islands	0.00
2012	Taylor & Francis	University of the Highlands and Islands	0.00
2013	Taylor & Francis	University of the Highlands and Islands	0.00
2014	Taylor & Francis	University of the Highlands and Islands	0.00
2010	Sage	University of the Highlands and Islands	0.00
2011	Sage	University of the Highlands and Islands	0.00
2012	Sage	University of the Highlands and Islands	0.00
2013	Sage	University of the Highlands and Islands	0.00
2014	Sage	University of the Highlands and Islands	0.00
2010	Oxford University Press	University of the Highlands and Islands	0.00
2011	Oxford University Press	University of the Highlands and Islands	0.00
2012	Oxford University Press	University of the Highlands and Islands	0.00
2013	Oxford University Press	University of the Highlands and Islands	0.00
2014	Oxford University Press	University of the Highlands and Islands	0.00
2010	Cambridge University Press	University of the Highlands and Islands	0.00
2011	Cambridge University Press	University of the Highlands and Islands	8400.00
2012	Cambridge University Press	University of the Highlands and Islands	936.00
2013	Cambridge University Press	University of the Highlands and Islands	0.00
2014	Cambridge University Press	University of the Highlands and Islands	9273.80
2010	Nature Publishing Group	University of the Highlands and Islands	0
2011	Nature Publishing Group	University of the Highlands and Islands	0
2012	Nature Publishing Group	University of the Highlands and Islands	0
2013	Nature Publishing Group	University of the Highlands and Islands	0
2014	Nature Publishing Group	University of the Highlands and Islands	0
2010	Royal Society of Chemistry	University of the Highlands and Islands	0
2011	Royal Society of Chemistry	University of the Highlands and Islands	0
2012	Royal Society of Chemistry	University of the Highlands and Islands	0
2013	Royal Society of Chemistry	University of the Highlands and Islands	0
2014	Royal Society of Chemistry	University of the Highlands and Islands	0
2010	Institute of Physics Publishing	University of the Highlands and Islands	0
2011	Institute of Physics Publishing	University of the Highlands and Islands	0
2012	Institute of Physics Publishing	University of the Highlands and Islands	0
2013	Institute of Physics Publishing	University of the Highlands and Islands	0
2014	Institute of Physics Publishing	University of the Highlands and Islands	0
2010	Elsevier	University of the West of England	241689.00
2011	Elsevier	University of the West of England	241806.00
2012	Elsevier	University of the West of England	252962.00
2013	Elsevier	University of the West of England	255492.00
2014	Elsevier	University of the West of England	263862.00
2010	Wiley	University of the West of England	72555.00
2011	Wiley	University of the West of England	90519.00
2012	Wiley	University of the West of England	117598.00
2013	Wiley	University of the West of England	118810.00
2014	Wiley	University of the West of England	128743.00
2010	Springer	University of the West of England	27690.00
2011	Springer	University of the West of England	29170.00
2012	Springer	University of the West of England	30233.00
2013	Springer	University of the West of England	28949.00
2014	Springer	University of the West of England	31957.00
2010	Taylor & Francis	University of the West of England	105079.00
2011	Taylor & Francis	University of the West of England	132721.00
2012	Taylor & Francis	University of the West of England	149384.00
2013	Taylor & Francis	University of the West of England	163146.00
2014	Taylor & Francis	University of the West of England	177221.00
2010	Sage	University of the West of England	60238.00
2011	Sage	University of the West of England	108020.00
2012	Sage	University of the West of England	117172.00
2013	Sage	University of the West of England	123063.00
2014	Sage	University of the West of England	125918.00
2010	Oxford University Press	University of the West of England	14117.00
2011	Oxford University Press	University of the West of England	18778.00
2012	Oxford University Press	University of the West of England	22018.00
2013	Oxford University Press	University of the West of England	24756.00
2014	Oxford University Press	University of the West of England	26051.00
2010	Cambridge University Press	University of the West of England	10079.00
2011	Cambridge University Press	University of the West of England	23806.00
2012	Cambridge University Press	University of the West of England	23886.00
2013	Cambridge University Press	University of the West of England	25211.00
2014	Cambridge University Press	University of the West of England	26304.00
2010	Nature Publishing Group	University of the West of England	10951
2011	Nature Publishing Group	University of the West of England	11697
2012	Nature Publishing Group	University of the West of England	12514
2013	Nature Publishing Group	University of the West of England	16081
2014	Nature Publishing Group	University of the West of England	22157
2010	Royal Society of Chemistry	University of the West of England	288
2011	Royal Society of Chemistry	University of the West of England	683
2012	Royal Society of Chemistry	University of the West of England	713
2013	Royal Society of Chemistry	University of the West of England	741
2014	Royal Society of Chemistry	University of the West of England	777
2010	Institute of Physics Publishing	University of the West of England	2203
2011	Institute of Physics Publishing	University of the West of England	88
2012	Institute of Physics Publishing	University of the West of England	90
2013	Institute of Physics Publishing	University of the West of England	0
2014	Institute of Physics Publishing	University of the West of England	0
2010	Elsevier	University of the West of Scotland	95544.00
2011	Elsevier	University of the West of Scotland	95403.00
2012	Elsevier	University of the West of Scotland	97414.00
2013	Elsevier	University of the West of Scotland	105791.00
2014	Elsevier	University of the West of Scotland	111786.00
2010	Wiley	University of the West of Scotland	53629.00
2011	Wiley	University of the West of Scotland	52028.00
2012	Wiley	University of the West of Scotland	33238.00
2013	Wiley	University of the West of Scotland	34266.00
2014	Wiley	University of the West of Scotland	32739.00
2010	Springer	University of the West of Scotland	3531.00
2011	Springer	University of the West of Scotland	3441.00
2012	Springer	University of the West of Scotland	4213.00
2013	Springer	University of the West of Scotland	4320.00
2014	Springer	University of the West of Scotland	4526.00
2010	Taylor & Francis	University of the West of Scotland	61426.00
2011	Taylor & Francis	University of the West of Scotland	65576.00
2012	Taylor & Francis	University of the West of Scotland	41579.00
2013	Taylor & Francis	University of the West of Scotland	44778.00
2014	Taylor & Francis	University of the West of Scotland	52432.00
2010	Sage	University of the West of Scotland	23442.00
2011	Sage	University of the West of Scotland	18431.00
2012	Sage	University of the West of Scotland	18987.00
2013	Sage	University of the West of Scotland	22971.00
2014	Sage	University of the West of Scotland	22177.00
2010	Oxford University Press	University of the West of Scotland	7330.00
2011	Oxford University Press	University of the West of Scotland	7943.00
2012	Oxford University Press	University of the West of Scotland	8343.00
2013	Oxford University Press	University of the West of Scotland	8894.00
2014	Oxford University Press	University of the West of Scotland	9158.00
2010	Cambridge University Press	University of the West of Scotland	3926.00
2011	Cambridge University Press	University of the West of Scotland	4212.00
2012	Cambridge University Press	University of the West of Scotland	4519.00
